Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
09/27/2023,District of Columbia,2023,21,2023-05-27,139,117,,28,,,,,,0,,25,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,District of Columbia,2023,22,2023-06-03,95,81,,21,,,,,,0,,23,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,District of Columbia,2023,23,2023-06-10,116,87,0,15,,0,,,,,,29,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/27/2023,District of Columbia,2023,24,2023-06-17,148,129,,24,,0,,,,,10,38,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/27/2023,District of Columbia,2023,25,2023-06-24,98,85,,27,,,,,,,,10,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
09/27/2023,District of Columbia,2023,26,2023-07-01,103,87,0,20,,0,,,,,16,16,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/27/2023,District of Columbia,2023,27,2023-07-08,116,101,,26,,,,,0,0,17,12,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
09/27/2023,District of Columbia,2023,28,2023-07-15,122,109,0,26,,,,,,0,20,21,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
09/27/2023,District of Columbia,2023,29,2023-07-22,99,89,,21,,,0,0,0,0,15,13,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,
09/27/2023,District of Columbia,2023,30,2023-07-29,121,111,,24,,,0,,,0,15,25,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
09/27/2023,District of Columbia,2023,31,2023-08-05,126,107,,23,,0,,,0,,20,24,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),
09/27/2023,District of Columbia,2023,32,2023-08-12,107,97,,16,,0,,,0,,14,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
09/27/2023,District of Columbia,2023,33,2023-08-19,118,109,,29,,,,,0,,14,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,District of Columbia,2023,34,2023-08-26,114,110,,26,0,0,,,,,13,23,11,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,District of Columbia,2023,35,2023-09-02,85,83,0,17,,0,0,0,,,12,15,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,District of Columbia,2023,36,2023-09-09,80,78,,17,,0,,,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,District of Columbia,2023,37,2023-09-16,38,38,0,14,,0,0,0,0,0,,,,0,0,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
09/27/2023,Florida,2020,1,2020-01-04,4341,3928,60,873,136,127,87,265,59,75,54,1013,277,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,2,2020-01-11,4410,3997,54,894,132,124,87,287,63,55,59,1023,317,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,3,2020-01-18,4385,3992,54,867,121,129,76,287,66,72,73,1000,343,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,4,2020-01-25,4387,4012,53,929,124,144,91,283,55,66,65,1003,301,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,5,2020-02-01,4419,4033,55,889,153,141,76,268,66,69,73,993,312,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,6,2020-02-08,4385,4012,47,878,160,142,79,255,65,76,63,1062,289,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,7,2020-02-15,4358,3952,53,884,132,122,87,285,65,77,53,1020,297,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,8,2020-02-22,4416,3975,65,924,136,126,80,253,61,68,63,956,327,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,9,2020-02-29,4399,3990,49,883,121,127,80,263,60,73,66,1046,296,0,0,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,10,2020-03-07,4520,4104,45,925,148,131,91,285,42,65,75,1007,310,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,Florida,2020,11,2020-03-14,4435,4003,49,926,125,127,85,273,65,80,66,980,331,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
09/27/2023,Florida,2020,12,2020-03-21,4362,3906,63,890,130,129,101,276,60,61,59,954,275,17,16,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,13,2020-03-28,4461,4039,60,933,149,128,88,249,76,43,74,958,303,93,91,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,14,2020-04-04,4497,4099,63,883,138,123,91,256,58,51,70,974,312,219,210,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,15,2020-04-11,4544,4128,49,913,149,132,72,235,50,64,73,941,282,305,288,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,16,2020-04-18,4416,4021,54,847,164,150,60,226,41,58,46,910,296,311,297,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,17,2020-04-25,4555,4131,49,865,148,158,59,255,36,55,66,929,315,326,294,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,18,2020-05-02,4352,3892,51,861,157,142,50,204,49,48,52,849,297,308,279,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,19,2020-05-09,4407,3948,57,861,139,119,61,216,52,68,44,930,259,290,257,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,20,2020-05-16,4279,3858,47,867,137,132,57,233,38,57,62,888,292,257,219,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,21,2020-05-23,4360,3893,45,867,151,132,53,216,41,57,50,947,264,236,200,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,22,2020-05-30,4211,3769,45,822,137,133,45,187,45,70,46,893,271,230,193,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,23,2020-06-06,4265,3829,42,883,117,142,49,211,45,68,58,899,285,223,172,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,24,2020-06-13,4256,3825,40,825,125,116,49,203,48,53,58,946,300,193,162,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,25,2020-06-20,4408,3958,37,864,152,131,48,218,43,59,56,915,312,221,192,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,26,2020-06-27,4504,4044,51,832,133,132,44,217,52,57,67,955,298,324,270,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,27,2020-07-04,4725,4276,49,879,163,146,62,203,50,63,58,997,273,466,410,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,28,2020-07-11,5084,4649,58,861,168,128,54,238,53,64,66,1048,297,785,703,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,29,2020-07-18,5509,5058,58,807,181,167,65,221,55,65,78,987,324,1185,1064,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,30,2020-07-25,5704,5269,46,888,170,164,63,217,47,52,64,1030,318,1416,1267,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,31,2020-08-01,5791,5356,40,890,151,183,62,228,38,58,65,1026,315,1514,1362,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,32,2020-08-08,5585,5141,40,904,139,151,44,208,48,65,76,962,294,1405,1256,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,33,2020-08-15,5510,5049,52,876,137,166,50,222,40,78,68,985,338,1185,1058,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,34,2020-08-22,5203,4804,42,876,174,150,64,228,50,55,66,962,302,960,863,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,35,2020-08-29,5015,4598,51,857,153,164,49,201,48,63,59,968,299,808,725,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,36,2020-09-05,4758,4295,55,833,140,143,45,208,52,67,51,957,294,658,581,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,37,2020-09-12,4513,4062,63,839,133,119,60,197,42,44,57,884,286,525,461,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,38,2020-09-19,4667,4208,47,904,143,138,50,194,50,57,62,979,266,436,384,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,39,2020-09-26,4444,4023,53,880,136,150,44,188,52,60,62,896,292,424,361,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,40,2020-10-03,4346,3965,55,883,132,122,43,201,40,73,89,890,245,321,288,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,41,2020-10-10,4525,4085,49,841,160,137,51,197,44,59,70,897,315,338,291,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,42,2020-10-17,4389,3987,45,907,137,132,57,203,49,64,51,880,262,332,296,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,43,2020-10-24,4335,3935,42,879,132,146,38,195,50,61,55,907,296,292,262,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,44,2020-10-31,4265,3888,43,851,138,112,55,188,40,55,67,870,281,309,266,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,45,2020-11-07,4305,3859,36,836,136,126,43,175,35,61,64,928,282,304,268,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,46,2020-11-14,4487,4087,47,852,153,136,52,220,44,59,46,927,296,402,368,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,47,2020-11-21,4561,4136,64,858,177,132,52,209,45,56,67,935,296,406,358,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,48,2020-11-28,4634,4211,66,862,137,142,52,208,58,51,69,918,279,499,447,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,49,2020-12-05,4911,4472,51,859,152,143,54,228,65,55,71,992,341,594,527,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,50,2020-12-12,5085,4664,38,899,162,149,59,249,48,76,64,1020,335,584,533,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,51,2020-12-19,4945,4592,65,891,145,146,50,230,48,49,73,967,345,659,595,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,52,2020-12-26,5137,4713,60,915,163,140,54,224,45,66,74,1003,304,784,716,,,,,,,,,,,,,,,
09/27/2023,Florida,2020,53,2021-01-02,5710,5255,73,908,179,179,75,243,53,74,71,1143,360,951,856,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,1,2021-01-09,5495,5048,61,856,183,138,66,228,60,92,55,1042,313,1070,974,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,2,2021-01-16,5923,5480,61,906,190,147,75,250,57,71,60,1112,351,1242,1120,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,3,2021-01-23,5662,5200,51,877,176,153,40,242,48,73,60,1042,352,1221,1123,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,4,2021-01-30,5491,5060,65,887,178,126,80,219,62,71,71,1015,294,1071,955,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,5,2021-02-06,5569,5093,61,894,155,135,59,205,62,86,92,1125,318,1043,950,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,6,2021-02-13,5460,4988,65,936,149,158,60,213,61,79,57,1029,327,883,806,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,7,2021-02-20,5119,4656,47,903,163,146,54,203,59,63,57,984,332,735,648,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,8,2021-02-27,4894,4460,66,896,161,137,44,196,64,72,62,999,306,607,531,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,9,2021-03-06,4821,4357,54,889,157,118,58,212,49,72,67,988,284,526,462,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,10,2021-03-13,4636,4202,52,892,144,132,52,197,40,61,67,917,297,441,385,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,11,2021-03-20,4584,4115,59,865,144,112,50,217,59,67,57,938,313,396,350,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,12,2021-03-27,4732,4286,57,888,153,126,46,220,44,73,77,1011,304,350,297,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,13,2021-04-03,4478,4029,43,905,156,137,48,194,46,53,61,936,262,364,323,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,14,2021-04-10,4700,4189,43,916,141,119,45,225,48,61,64,989,323,309,264,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,15,2021-04-17,4642,4136,62,946,152,119,45,212,45,53,60,919,255,347,300,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,16,2021-04-24,4717,4243,63,937,144,126,61,198,54,68,70,985,287,390,346,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,17,2021-05-01,4476,4041,42,877,126,119,49,206,61,77,50,906,283,345,310,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,18,2021-05-08,4592,4142,57,905,141,140,50,183,56,53,62,924,309,353,311,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,19,2021-05-15,4519,4067,36,930,139,107,53,189,68,53,71,917,284,326,288,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,20,2021-05-22,4576,4112,45,958,123,131,47,215,54,57,66,933,313,286,253,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,21,2021-05-29,4514,4024,59,897,158,95,45,201,48,58,59,961,268,243,212,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,22,2021-06-05,4380,3868,54,860,138,93,38,200,44,64,64,883,284,266,243,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,23,2021-06-12,4420,3929,46,868,146,143,43,212,51,62,62,945,289,196,169,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,24,2021-06-19,4381,3904,60,881,125,128,40,205,41,58,59,945,288,183,164,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,25,2021-06-26,4491,3936,64,874,148,116,61,201,48,56,66,988,280,161,137,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,26,2021-07-03,4398,3969,53,914,139,127,50,218,49,53,64,893,285,187,152,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,27,2021-07-10,4463,3994,46,902,133,128,56,211,44,65,77,903,313,223,199,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,28,2021-07-17,4494,4031,64,871,140,133,60,219,50,62,65,923,302,304,278,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,29,2021-07-24,4872,4432,53,946,148,130,57,228,53,69,80,989,303,485,431,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,30,2021-07-31,5326,4830,51,879,174,145,68,215,56,59,78,1014,312,900,837,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,31,2021-08-07,5978,5519,56,859,178,145,59,260,65,67,77,1104,302,1508,1386,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,32,2021-08-14,6638,6178,70,957,201,129,67,204,63,64,72,1061,281,2174,2030,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,33,2021-08-21,7165,6717,55,875,222,147,64,266,68,73,72,1024,335,2641,2483,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,34,2021-08-28,7349,6841,47,895,204,143,48,214,67,82,91,996,332,2851,2689,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,35,2021-09-04,7184,6719,46,900,191,127,59,221,45,69,69,1072,317,2819,2641,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,36,2021-09-11,6794,6351,66,907,190,135,77,212,57,65,72,1023,318,2389,2228,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,37,2021-09-18,6285,5840,69,916,148,148,63,200,47,76,76,981,343,1927,1785,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,38,2021-09-25,5846,5388,59,846,168,129,62,236,45,77,74,988,295,1562,1456,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,39,2021-10-02,5493,5019,61,905,152,132,58,196,52,58,84,912,319,1164,1066,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,40,2021-10-09,5104,4663,57,898,156,124,47,214,62,61,62,945,297,851,766,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,41,2021-10-16,4924,4410,66,883,141,118,62,210,73,61,73,938,299,630,555,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,42,2021-10-23,4613,4184,60,867,125,115,51,208,45,71,62,927,295,489,420,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,43,2021-10-30,4587,4118,64,912,148,115,61,186,53,54,71,911,288,344,293,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,44,2021-11-06,4538,4088,37,908,160,115,67,193,57,65,71,904,281,293,256,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,45,2021-11-13,4547,4091,70,912,155,115,49,186,59,77,79,919,334,230,199,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,46,2021-11-20,4576,4117,46,948,140,116,46,208,52,73,76,945,311,185,140,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,47,2021-11-27,4344,3889,52,835,137,131,49,196,58,67,64,967,291,156,118,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,48,2021-12-04,4647,4169,54,931,150,131,53,216,49,67,95,974,344,169,144,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,49,2021-12-11,4625,4161,44,886,150,118,56,206,53,77,61,1006,307,170,139,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,50,2021-12-18,4546,4077,70,926,153,122,60,213,68,86,67,937,294,158,123,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,51,2021-12-25,4530,4086,49,875,130,116,52,199,57,71,69,1002,325,191,151,,,,,,,,,,,,,,,
09/27/2023,Florida,2021,52,2022-01-01,4869,4371,59,967,152,106,80,236,50,67,82,1049,299,300,252,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,1,2022-01-08,5220,4754,78,906,162,133,65,239,54,92,74,1098,346,560,473,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,2,2022-01-15,5751,5344,69,921,187,167,69,242,61,88,89,1117,367,1023,876,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,3,2022-01-22,5996,5551,54,879,197,141,72,232,55,85,96,1154,384,1327,1140,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,4,2022-01-29,6113,5666,55,933,185,153,76,278,67,111,90,1159,345,1318,1126,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,5,2022-02-05,5992,5528,47,935,180,188,59,242,51,101,67,1132,374,1227,1032,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,6,2022-02-12,5660,5184,55,966,161,147,55,238,62,81,73,1081,382,1024,838,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,7,2022-02-19,5406,4945,64,934,174,120,59,234,67,63,83,1131,327,806,637,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,8,2022-02-26,5008,4542,62,873,133,127,53,231,43,77,80,1025,341,592,480,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,9,2022-03-05,4779,4301,49,868,141,120,57,200,61,89,80,978,327,434,342,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,10,2022-03-12,4809,4284,58,953,142,114,54,215,59,93,82,1065,339,310,219,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,11,2022-03-19,4568,4060,55,918,145,119,54,221,69,67,73,1003,281,221,151,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,12,2022-03-26,4477,4009,57,955,158,138,57,204,50,73,73,931,305,189,114,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,13,2022-04-02,4594,4137,67,988,125,111,59,239,54,76,67,950,329,138,82,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,14,2022-04-09,4295,3901,55,897,152,104,46,195,47,62,63,938,310,122,70,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,15,2022-04-16,4327,3882,60,923,145,92,57,201,55,66,63,912,295,106,58,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,16,2022-04-23,4296,3868,53,902,112,100,41,196,50,74,67,999,337,94,53,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,17,2022-04-30,4358,3895,47,905,141,115,56,203,42,67,59,967,325,98,48,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,18,2022-05-07,4354,3932,52,831,144,107,54,225,69,74,77,964,281,95,60,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,19,2022-05-14,4305,3867,64,897,127,107,53,216,56,60,62,929,318,92,51,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,20,2022-05-21,4362,3888,61,936,127,123,62,213,56,75,50,881,290,125,78,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,21,2022-05-28,4312,3859,48,823,130,125,43,197,46,64,59,898,324,153,105,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,22,2022-06-04,4457,4012,59,919,152,120,52,224,56,70,58,940,300,185,124,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,23,2022-06-11,4548,4077,61,931,128,128,62,210,62,72,55,956,300,200,137,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,24,2022-06-18,4446,4018,44,883,146,120,67,217,57,83,47,954,311,237,165,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,25,2022-06-25,4529,4117,52,966,120,101,46,200,47,62,72,966,314,287,206,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,26,2022-07-02,4336,3930,53,867,142,128,40,186,47,69,62,906,333,265,171,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,27,2022-07-09,4361,3937,47,886,150,113,56,186,52,77,69,910,281,301,201,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,28,2022-07-16,4449,3990,68,848,142,115,47,191,48,83,63,930,295,319,232,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,29,2022-07-23,4645,4174,56,909,150,116,47,213,53,78,49,944,362,345,222,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,30,2022-07-30,4456,4026,44,878,149,115,46,209,56,79,57,940,295,346,226,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,31,2022-08-06,4524,4089,65,882,128,124,51,195,47,81,82,932,304,356,232,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,32,2022-08-13,4434,3993,49,889,129,134,60,211,47,69,64,889,304,343,219,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,33,2022-08-20,4614,4181,48,918,152,106,45,203,70,65,74,985,351,350,231,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,34,2022-08-27,4509,4077,55,913,135,115,45,221,40,68,58,962,296,303,199,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,35,2022-09-03,4391,3929,53,887,119,113,39,206,51,73,68,938,307,294,177,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,36,2022-09-10,4446,4002,55,856,136,120,45,193,55,58,65,972,315,258,154,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,37,2022-09-17,4441,4012,57,949,140,101,53,216,61,76,76,889,334,219,132,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,38,2022-09-24,4364,3931,49,894,152,121,50,204,51,74,83,897,313,212,128,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,39,2022-10-01,4253,3822,51,856,153,114,47,201,46,71,55,913,295,177,109,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,40,2022-10-08,4438,3995,52,915,132,123,58,247,60,55,72,892,317,148,93,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,41,2022-10-15,4387,3960,52,868,153,127,39,223,60,65,78,951,316,141,91,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,42,2022-10-22,4397,3949,51,921,138,113,42,207,55,56,62,922,313,154,86,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,43,2022-10-29,4478,4022,56,912,166,124,55,202,39,71,78,963,302,129,62,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,44,2022-11-05,4412,3921,47,946,125,122,61,217,42,70,82,908,299,109,71,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,45,2022-11-12,4436,4001,46,885,134,127,47,246,70,62,74,993,308,97,64,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,46,2022-11-19,4352,3910,58,884,144,122,64,192,57,69,67,923,310,120,71,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,47,2022-11-26,4510,4049,67,940,153,111,64,220,60,76,65,914,322,130,81,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,48,2022-12-03,4384,3970,63,805,148,125,79,214,58,73,77,962,314,130,88,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,49,2022-12-10,4627,4173,60,912,148,125,70,239,67,73,63,966,310,154,106,,,,,,,,,,,,,,,
09/27/2023,Florida,2022,50,2022-12-17,4486,4074,72,871,142,101,71,232,60,83,74,987,333,142,97,,,,,,,,,,,,,,,
